timestamp,eventType,eventId,amount,email,accountId,cardType
"05/08/2026, 15:31:33",com.easytrade.deposit.start,596c194b-bfb0-4616-967f-ba3ee9aca311,"539,66",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 15:25:19",com.easytrade.deposit.start,c710f4fe-201a-4b39-9b87-a4be20f4f4e8,"1.198,40",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 15:19:54",com.easytrade.deposit.start,d0df5e65-3a80-4dfd-a43b-3983e6eada43,"864,73",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 15:06:39",com.easytrade.deposit.start,68fa1195-7df4-4503-9c31-83a0a9fc3a1d,"1.234,92",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 15:05:58",com.easytrade.withdraw.start,1c136a0e-52b6-4689-93aa-b4a8acfcdb3e,"678,69",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 15:01:16",com.easytrade.withdraw.start,e723e8e5-e79c-4692-a554-b95057b6ad63,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 14:52:21",com.easytrade.deposit.start,ac65fd1b-1007-483e-87f3-6cc9f1c16fcc,"612,66",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 14:50:08",com.easytrade.deposit.start,a7a7f1d0-4f95-48de-bff8-fa271bc1277f,"1.253,26",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 14:47:06",com.easytrade.deposit.start,a378f112-a38c-4aef-baa7-4b76228dba3d,"843,21",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 14:18:06",com.easytrade.deposit.start,382db36c-a4b4-4178-95ff-7870ca3292fc,"628,36",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 13:56:07",com.easytrade.deposit.start,dd935af0-9899-47d8-8de9-f780645add8b,"983,82",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 13:48:51",com.easytrade.deposit.start,7589beb2-3c72-4817-a41b-823677dad750,"1.131,72",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 13:40:28",com.easytrade.deposit.start,d1ec94e0-26ab-4c11-b183-83f6d235adcc,"1.464,46",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 13:36:35",com.easytrade.withdraw.start,adcfd253-dd82-401f-be44-bdfe91a079f0,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 13:32:56",com.easytrade.deposit.start,25f62fcd-d73d-47fa-8fb2-b5e76f680e61,"1.084,03",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 13:09:59",com.easytrade.deposit.start,00e68951-ee81-4ada-8ab4-c120f12d6fae,"803,62",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 12:54:37",com.easytrade.deposit.start,29df69cc-bd1e-4683-983b-af62213532f0,"745,85",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 12:49:19",com.easytrade.deposit.start,a88afdf4-9b8e-4200-bda0-5c49b9af3119,"1.103,20",hailey.jimenez@gmail.com,"47,00",mastercard
"05/08/2026, 12:28:45",com.easytrade.deposit.start,1d8aebb1-4426-4bd0-9bb1-19665603f819,"1.198,56",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 22:40:54",com.easytrade.deposit.start,ae21085e-6c35-4f23-9014-62a7c8d7a6fa,"906,39",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 22:34:26",com.easytrade.deposit.start,db6792c2-3a18-447e-9799-39cd9e8d0255,"1.110,49",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 22:09:27",com.easytrade.deposit.start,9403d694-0cee-46bf-a568-8cade5aa62a0,"1.493,13",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 22:05:59",com.easytrade.deposit.start,e15f18c4-8b8e-43e0-905b-e226dc26ef1d,"766,63",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 22:04:52",com.easytrade.withdraw.start,5936f78a-99cd-49be-a4fe-55eaa0a00671,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 22:01:51",com.easytrade.deposit.start,813d59c3-52bb-4e69-a217-b4fea8a03aaa,"630,86",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 21:53:53",com.easytrade.deposit.start,0119ccd5-1c40-430f-8812-ef9d4b8efc61,"553,65",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 21:46:31",com.easytrade.deposit.start,1ecf033e-2ece-4595-9757-21dbe0392b9e,"1.433,26",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 21:34:57",com.easytrade.withdraw.start,3be6475c-2e21-4e94-9b64-e2d684ea1ce9,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 21:31:36",com.easytrade.deposit.start,f94f4b1a-684b-4c78-97c8-faa0955061b0,"1.264,77",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 21:24:47",com.easytrade.deposit.start,89605836-0ae6-4809-a1f4-ae9a1b82514c,"1.126,02",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 21:23:57",com.easytrade.deposit.start,789997dc-1e9f-4bf9-9faa-2144ea24ce7c,"1.253,28",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 20:33:10",com.easytrade.deposit.start,f26e2255-1190-4e59-944a-d7b008a37896,"1.179,23",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 20:20:29",com.easytrade.deposit.start,33232a45-b07d-40f6-85a3-80c82abdba48,"646,05",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 20:12:48",com.easytrade.deposit.start,b7efa50b-789d-4416-9ca1-35374c2a824c,"1.284,03",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 20:05:18",com.easytrade.deposit.start,0bf1a880-5031-412b-915b-610dae89f0e6,"1.430,85",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 19:51:15",com.easytrade.deposit.start,8984b5bc-f23b-4b8e-8bf8-bd76849a8e67,"857,72",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 19:46:52",com.easytrade.deposit.start,e2e9ee55-62d5-4f86-8230-2b478ea98708,"1.199,14",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 19:43:57",com.easytrade.deposit.start,82a70945-1aa0-4c69-acba-b8d83193259d,"929,37",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 19:35:51",com.easytrade.deposit.start,58a9b307-4bd0-4f39-a58e-0889d4e5d5d7,"1.311,94",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 19:32:22",com.easytrade.deposit.start,262a65a2-e495-4bc0-9206-e50209578c90,"1.071,48",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 17:44:35",com.easytrade.deposit.start,1b1dcbd9-88f3-451b-a98d-330641f439ba,"1.169,82",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 17:40:56",com.easytrade.deposit.start,c66f00e6-78ed-46ee-a371-a9ed553b9a34,"552,34",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 17:39:22",com.easytrade.deposit.start,75771605-6551-420b-99dc-df654a9c2596,"1.318,83",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 17:35:38",com.easytrade.deposit.start,14a948bc-2bcf-4bd7-81f8-e711d830440c,"851,80",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 17:07:40",com.easytrade.withdraw.start,63fb16f6-dd5d-404e-9f59-37eb23319c91,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 16:56:53",com.easytrade.deposit.start,9baf4f59-0d7d-41dc-88fa-f402843a3a3c,"1.250,64",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 16:46:25",com.easytrade.deposit.start,0f382d05-11c9-4225-8ef4-df4e40f7dd92,"918,80",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 16:22:44",com.easytrade.deposit.start,e320fbf4-b3c2-4dfd-ba64-72522ff55d77,"1.239,57",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 16:11:27",com.easytrade.deposit.start,8d2b615b-b7d9-4daa-87f8-7a119edbb183,"1.351,90",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 15:10:44",com.easytrade.deposit.start,3eb7fb03-1dd2-4261-ba2d-dae9890c935a,"1.428,72",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 14:52:14",com.easytrade.deposit.start,2e477832-89e4-489b-9ed9-4cd4f44f8552,"505,25",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 14:51:27",com.easytrade.withdraw.start,b0ead359-e621-4a3a-8b64-d4937e407e9f,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 14:30:18",com.easytrade.deposit.start,a6cebeac-a6ff-4db6-9614-f7efc1310424,"981,69",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 14:27:10",com.easytrade.withdraw.start,5206c425-4ded-4b80-9d44-3d2a643dc613,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 14:20:25",com.easytrade.withdraw.start,3a09f990-f2df-46f9-b5b8-c4cbd52b67bb,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 14:00:03",com.easytrade.deposit.start,8c54dd20-ae4a-4d59-9282-b958c70c6796,"1.396,90",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 13:39:53",com.easytrade.deposit.start,64aab68a-725b-460e-972f-b91c33b82229,"676,37",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 13:08:12",com.easytrade.deposit.start,942d8f0a-5631-4708-a307-27d1f5b1f201,"1.307,95",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 12:52:59",com.easytrade.deposit.start,818db7e5-2e8a-4800-b7ad-854b897dfc15,"1.184,60",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 12:47:31",com.easytrade.withdraw.start,792a8de4-eac4-429c-80dd-6baa87a12706,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 12:32:14",com.easytrade.deposit.start,724df038-4a5e-40f5-8874-338b70dbcc2d,"1.143,69",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 12:27:59",com.easytrade.deposit.start,420bf164-0efd-46e8-a727-5a0cad322976,"1.308,34",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 12:09:09",com.easytrade.deposit.start,b12551b4-c8cd-497e-ba8e-bed45ff50dff,"1.295,91",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 12:03:18",com.easytrade.deposit.start,ec6e1080-f081-4ba7-8cbf-75bfd93a1fce,"859,86",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 12:00:04",com.easytrade.withdraw.start,688f6ac7-413b-4a12-ab02-8bcc88aa50f3,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 11:38:26",com.easytrade.deposit.start,b24a934c-b08b-4437-8c57-996e5136296c,"1.085,32",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 11:21:27",com.easytrade.withdraw.start,4b20348b-4679-4e62-91b8-e866ce39834e,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 11:19:56",com.easytrade.deposit.start,633b1a97-cc8a-4462-8966-2fb9564b5189,"1.397,06",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 11:18:45",com.easytrade.withdraw.start,dcbb2082-0dbd-4ac5-b613-ae14f6f0c48c,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 10:46:42",com.easytrade.deposit.start,6c05c8ee-5443-495c-8981-724ab418a8f9,"1.494,87",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 10:44:51",com.easytrade.withdraw.start,32901998-d62d-4552-96b8-acc89c0f72e0,"500,00",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 10:43:32",com.easytrade.deposit.start,0f58f090-a768-4f95-834d-49198a5afcc8,"1.127,03",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 10:32:22",com.easytrade.deposit.start,6e88856c-65db-4716-b5e5-b4dfcd52e06f,"1.043,24",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 10:29:19",com.easytrade.deposit.start,b73c4879-95eb-4cb1-99fe-6336cc7be7a0,"836,51",hailey.jimenez@gmail.com,"47,00",mastercard
"03/08/2026, 10:29:12",com.easytrade.deposit.start,0a3643fb-4bd7-4044-b868-45b41d1a3c90,"982,76",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 13:41:14",com.easytrade.deposit.start,b40fa58e-bfb4-47cb-99d6-87b2ec200086,"1.073,41",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 13:40:42",com.easytrade.deposit.start,a27bac85-3c63-4d9a-99cc-d864ce10f0f8,"690,35",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 13:36:48",com.easytrade.deposit.start,26286c56-2205-46c5-938f-ce92a22bfbf6,"1.198,32",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 13:34:26",com.easytrade.deposit.start,d2ae759e-fe98-488b-bc04-3330b2bfbd83,"953,72",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 13:21:38",com.easytrade.deposit.start,63e3a90d-a7a9-408a-b3ec-de66617b648d,"1.075,37",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 13:14:46",com.easytrade.deposit.start,bd8753cd-405f-4a59-9c1b-211c046742fb,"1.026,92",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 12:44:49",com.easytrade.deposit.start,68067306-00e6-4425-a3be-2257c0ad08f4,"1.095,85",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 00:53:41",com.easytrade.deposit.start,e2fa82af-d3c0-408d-b99b-556f69f6ef83,"728,77",hailey.jimenez@gmail.com,"47,00",mastercard
"02/08/2026, 00:50:30",com.easytrade.deposit.start,86160faf-883a-4a02-96d1-30efec16f956,"760,17",hailey.jimenez@gmail.com,"47,00",mastercard
